time,wx,wy,wz,ax,ay,az
0.767,-0.04,-0.04,0,0.09,0.18,-0.08
0.767,-0.04,-0.04,-0.01,0.09,0.18,-0.08
0.769,-0.04,-0.04,-0.01,0.09,0.18,-0.08
0.771,-0.04,-0.04,-0.01,0.09,0.18,-0.08
0.776,-0.04,-0.04,-0.01,0.07,0.15,-0.09
0.778,-0.04,-0.04,-0.01,0.07,0.15,-0.09
0.778,-0.04,-0.04,-0.01,0.07,0.15,-0.09
0.784,-0.04,-0.04,-0.01,0.07,0.15,-0.09
0.785,-0.04,-0.04,-0.01,0.07,0.15,-0.09
0.785,-0.04,-0.04,-0.01,0.07,0.15,-0.09
0.787,-0.04,-0.04,-0.01,0.03,0.11,-0.11
0.788,-0.04,-0.05,-0.01,0.03,0.11,-0.11
0.788,-0.04,-0.04,-0.01,0.03,0.11,-0.11
0.791,-0.05,-0.04,-0.01,0.03,0.11,-0.11
0.791,-0.05,-0.04,-0.01,0.03,0.11,-0.11
0.792,-0.05,-0.05,-0.01,0.03,0.11,-0.11
0.795,-0.05,-0.05,-0.01,0.05,0.13,-0.09
0.796,-0.05,-0.05,-0.01,0.05,0.13,-0.09
0.796,-0.05,-0.05,-0.01,0.05,0.13,-0.09
0.798,-0.05,-0.05,-0.01,0.05,0.13,-0.09
0.799,-0.06,-0.05,-0.01,0.05,0.13,-0.09
0.801,-0.06,-0.06,-0.01,0.05,0.13,-0.09
0.806,-0.06,-0.06,-0.01,0.06,0.16,-0.05
0.806,-0.06,-0.06,-0.01,0.06,0.16,-0.05
0.806,-0.06,-0.06,-0.02,0.06,0.16,-0.05
0.807,-0.06,-0.06,-0.02,0.06,0.16,-0.05
0.809,-0.06,-0.07,-0.02,0.06,0.16,-0.05
0.812,-0.06,-0.07,-0.02,0.06,0.16,-0.05
0.815,-0.06,-0.07,-0.02,0.07,0.19,0.01
0.815,-0.06,-0.07,-0.02,0.07,0.19,0.01
0.816,-0.06,-0.07,-0.02,0.07,0.19,0.01
0.817,-0.06,-0.07,-0.02,0.07,0.19,0.01
0.819,-0.06,-0.06,-0.02,0.07,0.19,0.01
0.821,-0.06,-0.07,-0.02,0.07,0.19,0.01
0.825,-0.06,-0.07,-0.02,0.11,0.21,0.1
0.825,-0.06,-0.06,-0.02,0.11,0.21,0.1
0.834,-0.06,-0.06,-0.03,0.11,0.21,0.1
0.835,-0.06,-0.06,-0.03,0.11,0.21,0.1
0.835,-0.05,-0.06,-0.03,0.11,0.21,0.1
0.835,-0.06,-0.05,-0.03,0.11,0.21,0.1
0.837,-0.06,-0.05,-0.03,0.14,0.2,0.15
0.838,-0.05,-0.05,-0.03,0.14,0.2,0.15
0.838,-0.05,-0.05,-0.03,0.14,0.2,0.15
0.838,-0.05,-0.05,-0.04,0.14,0.2,0.15
0.846,-0.05,-0.04,-0.04,0.14,0.2,0.15
0.847,-0.05,-0.04,-0.04,0.14,0.2,0.15
0.847,-0.05,-0.04,-0.04,0.13,0.2,0.15
0.848,-0.05,-0.04,-0.04,0.13,0.2,0.15
0.848,-0.05,-0.04,-0.04,0.13,0.2,0.15
0.848,-0.05,-0.04,-0.04,0.13,0.2,0.15
0.85,-0.04,-0.03,-0.04,0.13,0.2,0.15
0.852,-0.04,-0.03,-0.04,0.13,0.2,0.15
0.855,-0.04,-0.03,-0.04,0.09,0.22,0.2
0.855,-0.04,-0.03,-0.05,0.09,0.22,0.2
0.856,-0.04,-0.03,-0.05,0.09,0.22,0.2
0.857,-0.03,-0.02,-0.05,0.09,0.22,0.2
0.859,-0.03,-0.02,-0.05,0.09,0.22,0.2
0.862,-0.03,-0.01,-0.06,0.09,0.22,0.2
0.866,-0.03,-0.01,-0.06,0.08,0.22,0.21
0.866,-0.02,-0.01,-0.06,0.08,0.22,0.21
0.867,-0.02,-0.01,-0.06,0.08,0.22,0.21
0.867,-0.02,-0.01,-0.06,0.08,0.22,0.21
0.869,-0.02,0,-0.06,0.08,0.22,0.21
0.871,-0.02,-0.01,-0.06,0.08,0.22,0.21
0.875,-0.02,0,-0.06,0.08,0.22,0.21
0.876,-0.02,0,-0.06,0.04,0.19,0.15
0.877,-0.01,0,-0.06,0.04,0.19,0.15
0.878,-0.01,-0.01,-0.06,0.04,0.19,0.15
0.879,-0.01,-0.01,-0.06,0.04,0.19,0.15
0.881,-0.01,-0.01,-0.07,0.04,0.19,0.15
0.885,-0.01,-0.01,-0.07,0.03,0.17,0.15
0.885,0,-0.01,-0.07,0.03,0.17,0.15
0.886,0,-0.02,-0.07,0.03,0.17,0.15
0.887,0.01,-0.02,-0.07,0.03,0.17,0.15
0.889,0.01,-0.02,-0.08,0.03,0.17,0.15
0.892,0.01,-0.02,-0.08,0.03,0.17,0.15
0.899,0.01,-0.02,-0.08,0.02,0.05,0.2
0.9,0.02,-0.02,-0.08,0.02,0.05,0.2
0.9,0.02,-0.03,-0.08,0.02,0.05,0.2
0.901,0.02,-0.03,-0.09,0.02,0.05,0.2
0.901,0.02,-0.03,-0.09,0.02,0.05,0.2
0.904,0.03,-0.02,-0.09,0.02,0.05,0.2
0.913,0.03,-0.02,-0.09,-0.01,0.03,0.17
0.914,0.03,-0.03,-0.1,-0.01,0.03,0.17
0.914,0.03,-0.03,-0.1,-0.01,0.03,0.17
0.914,0.04,-0.02,-0.1,-0.01,0.03,0.17
0.915,0.04,-0.03,-0.1,-0.01,0.03,0.17
0.915,0.04,-0.02,-0.1,-0.01,0.03,0.17
0.915,0.04,-0.02,-0.1,-0.01,0.03,0.13
0.915,0.04,-0.02,-0.1,-0.01,0.03,0.13
0.916,0.04,-0.03,-0.11,-0.01,0.03,0.13
0.918,0.04,-0.03,-0.11,-0.01,0.03,0.13
0.92,0.04,-0.03,-0.11,-0.01,0.03,0.13
0.922,0.04,-0.03,-0.11,-0.01,0.03,0.13
0.926,0.04,-0.03,-0.11,-0.01,0.03,0.13
0.926,0.04,-0.03,-0.11,-0.08,-0.01,0.07
0.927,0.05,-0.03,-0.11,-0.08,-0.01,0.07
0.928,0.05,-0.03,-0.11,-0.08,-0.01,0.07
0.929,0.05,-0.03,-0.11,-0.08,-0.01,0.07
0.931,0.05,-0.02,-0.11,-0.08,-0.01,0.07
0.934,0.05,-0.02,-0.11,-0.09,-0.03,0.05
0.935,0.05,-0.02,-0.11,-0.09,-0.03,0.05
0.935,0.05,-0.02,-0.11,-0.09,-0.03,0.05
0.937,0.05,-0.03,-0.11,-0.09,-0.03,0.05
0.939,0.05,-0.02,-0.12,-0.09,-0.03,0.05
0.941,0.05,-0.02,-0.12,-0.09,-0.03,0.05
0.945,0.05,-0.02,-0.12,-0.08,-0.1,0.05
0.946,0.05,-0.02,-0.11,-0.08,-0.1,0.05
0.946,0.06,-0.02,-0.12,-0.08,-0.1,0.05
0.948,0.05,-0.02,-0.11,-0.08,-0.1,0.05
0.95,0.05,-0.02,-0.12,-0.08,-0.1,0.05
0.952,0.05,-0.02,-0.12,-0.08,-0.1,0.05
0.955,0.05,-0.02,-0.12,-0.04,-0.1,0.01
0.956,0.05,-0.01,-0.12,-0.04,-0.1,0.01
0.956,0.05,-0.02,-0.12,-0.04,-0.1,0.01
0.958,0.05,-0.02,-0.12,-0.04,-0.1,0.01
0.96,0.05,-0.02,-0.12,-0.04,-0.1,0.01
0.962,0.05,-0.02,-0.12,-0.04,-0.1,0.01
0.966,0.05,-0.02,-0.12,-0.15,-0.15,0.06
0.966,0.05,-0.02,-0.12,-0.15,-0.15,0.06
0.966,0.05,-0.02,-0.12,-0.15,-0.15,0.06
0.968,0.05,-0.01,-0.12,-0.15,-0.15,0.06
0.97,0.04,0,-0.12,-0.15,-0.15,0.06
0.972,0.04,0,-0.12,-0.15,-0.15,0.06
0.975,0.04,0,-0.12,-0.12,-0.12,0.09
0.975,0.04,0.01,-0.12,-0.12,-0.12,0.09
0.975,0.04,0.01,-0.12,-0.12,-0.12,0.09
0.979,0.04,0.02,-0.12,-0.12,-0.12,0.09
0.982,0.04,0.03,-0.12,-0.12,-0.12,0.09
0.983,0.04,0.03,-0.12,-0.12,-0.12,0.09
0.988,0.04,0.03,-0.12,-0.09,-0.11,0.06
0.988,0.04,0.04,-0.13,-0.09,-0.11,0.06
0.989,0.04,0.05,-0.13,-0.09,-0.11,0.06
0.989,0.04,0.05,-0.13,-0.09,-0.11,0.06
0.989,0.04,0.06,-0.13,-0.09,-0.11,0.06
0.992,0.04,0.06,-0.13,-0.09,-0.11,0.06
1.002,0.04,0.06,-0.13,-0.14,-0.15,-0.01
1.003,0.04,0.07,-0.13,-0.14,-0.15,-0.01
1.003,0.04,0.07,-0.13,-0.14,-0.15,-0.01
1.003,0.04,0.08,-0.14,-0.14,-0.15,-0.01
1.004,0.04,0.08,-0.14,-0.14,-0.15,-0.01
1.004,0.04,0.08,-0.14,-0.14,-0.15,-0.01
1.013,0.04,0.08,-0.14,-0.07,-0.1,-0.07
1.014,0.04,0.08,-0.15,-0.07,-0.1,-0.07
1.014,0.04,0.08,-0.15,-0.07,-0.1,-0.07
1.014,0.03,0.08,-0.15,-0.07,-0.1,-0.07
1.015,0.03,0.08,-0.15,-0.07,-0.1,-0.07
1.015,0.03,0.08,-0.15,-0.07,-0.1,-0.07
1.015,0.03,0.08,-0.15,-0.07,-0.13,-0.12
1.015,0.03,0.08,-0.16,-0.07,-0.13,-0.12
1.016,0.03,0.07,-0.16,-0.07,-0.13,-0.12
1.018,0.03,0.07,-0.16,-0.07,-0.13,-0.12
1.02,0.03,0.07,-0.16,-0.07,-0.13,-0.12
1.023,0.03,0.06,-0.16,-0.07,-0.13,-0.12
1.025,0.03,0.06,-0.16,-0.06,-0.14,-0.12
1.025,0.03,0.06,-0.17,-0.06,-0.14,-0.12
1.026,0.03,0.05,-0.16,-0.06,-0.14,-0.12
1.028,0.03,0.04,-0.16,-0.06,-0.14,-0.12
1.03,0.03,0.03,-0.16,-0.06,-0.14,-0.12
1.032,0.03,0.03,-0.16,-0.06,-0.14,-0.12
1.034,0.03,0.03,-0.16,-0.06,-0.15,-0.09
1.035,0.03,0.03,-0.16,-0.06,-0.15,-0.09
1.035,0.03,0.03,-0.16,-0.06,-0.15,-0.09
1.037,0.04,0.02,-0.16,-0.06,-0.15,-0.09
1.039,0.05,0.01,-0.16,-0.06,-0.15,-0.09
1.041,0.05,0.01,-0.17,-0.06,-0.15,-0.09
1.046,0.05,0.01,-0.17,-0.02,-0.09,0.05
1.047,0.06,-0.01,-0.17,-0.02,-0.09,0.05
1.047,0.06,-0.02,-0.17,-0.02,-0.09,0.05
1.047,0.06,-0.02,-0.17,-0.02,-0.09,0.05
1.05,0.07,-0.03,-0.17,-0.02,-0.09,0.05
1.051,0.07,-0.03,-0.17,-0.02,-0.09,0.05
1.054,0.07,-0.03,-0.17,0.05,-0.04,0.12
1.054,0.08,-0.04,-0.18,0.05,-0.04,0.12
1.056,0.08,-0.04,-0.18,0.05,-0.04,0.12
1.058,0.09,-0.04,-0.18,0.05,-0.04,0.12
1.059,0.09,-0.04,-0.19,0.05,-0.04,0.12
1.061,0.09,-0.04,-0.19,0.05,-0.04,0.12
1.067,0.09,-0.04,-0.19,-0.02,-0.04,0.22
1.067,0.1,-0.04,-0.19,-0.02,-0.04,0.22
1.067,0.1,-0.05,-0.2,-0.02,-0.04,0.22
1.067,0.11,-0.05,-0.2,-0.02,-0.04,0.22
1.069,0.11,-0.05,-0.2,-0.02,-0.04,0.22
1.071,0.12,-0.05,-0.21,-0.02,-0.04,0.22
1.075,0.12,-0.05,-0.21,0.03,-0.01,0.28
1.076,0.13,-0.04,-0.21,0.03,-0.01,0.28
1.076,0.13,-0.04,-0.21,0.03,-0.01,0.28
1.077,0.13,-0.04,-0.22,0.03,-0.01,0.28
1.081,0.14,-0.03,-0.22,0.03,-0.01,0.28
1.081,0.14,-0.03,-0.22,0.03,-0.01,0.28
1.085,0.14,-0.03,-0.22,0.02,-0.03,0.27
1.085,0.14,-0.03,-0.23,0.02,-0.03,0.27
1.086,0.15,-0.03,-0.23,0.02,-0.03,0.27
1.088,0.15,-0.03,-0.23,0.02,-0.03,0.27
1.09,0.15,-0.02,-0.24,0.02,-0.03,0.27
1.091,0.15,-0.02,-0.24,0.02,-0.03,0.27
1.096,0.15,-0.02,-0.24,0.02,-0.07,0.2
1.096,0.15,-0.01,-0.25,0.02,-0.07,0.2
1.096,0.15,-0.01,-0.25,0.02,-0.07,0.2
1.097,0.15,0,-0.25,0.02,-0.07,0.2
1.099,0.15,0,-0.26,0.02,-0.07,0.2
1.101,0.14,0.01,-0.26,0.02,-0.07,0.2
1.106,0.14,0.01,-0.26,-0.02,-0.13,0.06
1.106,0.14,0.02,-0.26,-0.02,-0.13,0.06
1.107,0.14,0.02,-0.26,-0.02,-0.13,0.06
1.107,0.13,0.01,-0.26,-0.02,-0.13,0.06
1.109,0.13,0.02,-0.26,-0.02,-0.13,0.06
1.111,0.12,0.02,-0.26,-0.02,-0.13,0.06
1.115,0.12,0.02,-0.26,-0.14,-0.16,0.03
1.115,0.12,0.02,-0.26,-0.14,-0.16,0.03
1.116,0.11,0.02,-0.26,-0.14,-0.16,0.03
1.117,0.1,0.02,-0.26,-0.14,-0.16,0.03
1.119,0.1,0.02,-0.26,-0.14,-0.16,0.03
1.121,0.09,0.02,-0.26,-0.14,-0.16,0.03
1.125,0.09,0.02,-0.26,-0.05,-0.18,-0.06
1.125,0.08,0.01,-0.26,-0.05,-0.18,-0.06
1.125,0.08,0.01,-0.26,-0.05,-0.18,-0.06
1.128,0.07,0.01,-0.27,-0.05,-0.18,-0.06
1.131,0.07,0.01,-0.27,-0.05,-0.18,-0.06
1.131,0.06,0.02,-0.27,-0.05,-0.18,-0.06
1.134,0.06,0.02,-0.27,-0.04,-0.19,-0.06
1.135,0.06,0.02,-0.26,-0.04,-0.19,-0.06
1.135,0.05,0.02,-0.26,-0.04,-0.19,-0.06
1.137,0.05,0.02,-0.26,-0.04,-0.19,-0.06
1.139,0.05,0.03,-0.26,-0.04,-0.19,-0.06
1.141,0.04,0.04,-0.26,-0.04,-0.19,-0.06
1.148,0.04,0.04,-0.26,-0.04,-0.19,-0.06
1.148,0.04,0.04,-0.26,-0.11,-0.14,0.09
1.148,0.04,0.04,-0.25,-0.11,-0.14,0.09
1.149,0.04,0.05,-0.25,-0.11,-0.14,0.09
1.149,0.04,0.06,-0.25,-0.11,-0.14,0.09
1.151,0.04,0.06,-0.24,-0.11,-0.14,0.09
1.154,0.04,0.06,-0.24,-0.04,-0.09,0.14
1.155,0.04,0.07,-0.24,-0.04,-0.09,0.14
1.155,0.04,0.07,-0.24,-0.04,-0.09,0.14
1.158,0.04,0.08,-0.23,-0.04,-0.09,0.14
1.17,0.04,0.09,-0.23,-0.04,-0.09,0.14
1.17,0.04,0.1,-0.22,-0.04,-0.09,0.14
1.17,0.04,0.1,-0.22,-0.06,-0.07,0.22
1.17,0.05,0.11,-0.22,-0.06,-0.07,0.22
1.171,0.05,0.12,-0.22,-0.06,-0.07,0.22
1.171,0.05,0.13,-0.21,-0.06,-0.07,0.22
1.171,0.05,0.15,-0.21,-0.06,-0.07,0.22
1.171,0.06,0.16,-0.21,-0.06,-0.07,0.22
1.174,0.06,0.16,-0.21,0.13,0.09,0.15
1.175,0.06,0.17,-0.21,0.13,0.09,0.15
1.175,0.06,0.18,-0.22,0.13,0.09,0.15
1.178,0.06,0.19,-0.22,0.13,0.09,0.15
1.183,0.06,0.2,-0.22,0.13,0.09,0.15
1.183,0.06,0.2,-0.22,0.13,0.09,0.15
1.188,0.06,0.2,-0.22,0.2,0.19,-0.06
1.188,0.06,0.22,-0.23,0.2,0.19,-0.06
1.189,0.06,0.22,-0.23,0.2,0.19,-0.06
1.189,0.05,0.23,-0.23,0.2,0.19,-0.06
1.19,0.05,0.23,-0.24,0.2,0.19,-0.06
1.192,0.04,0.23,-0.24,0.2,0.19,-0.06
1.194,0.04,0.23,-0.24,0.14,0.23,-0.32
1.194,0.04,0.24,-0.24,0.14,0.23,-0.32
1.195,0.03,0.24,-0.24,0.14,0.23,-0.32
1.198,0.03,0.24,-0.24,0.14,0.23,-0.32
1.199,0.02,0.25,-0.24,0.14,0.23,-0.32
1.201,0.01,0.25,-0.24,0.14,0.23,-0.32
1.205,0.01,0.25,-0.24,0.17,0.2,-0.64
1.206,0,0.25,-0.24,0.17,0.2,-0.64
1.206,0,0.25,-0.24,0.17,0.2,-0.64
1.208,-0.01,0.25,-0.24,0.17,0.2,-0.64
1.209,-0.02,0.24,-0.23,0.17,0.2,-0.64
1.213,-0.03,0.24,-0.23,0.17,0.2,-0.64
1.215,-0.03,0.24,-0.23,0.14,0.14,-0.79
1.215,-0.04,0.23,-0.22,0.14,0.14,-0.79
1.215,-0.04,0.23,-0.22,0.14,0.14,-0.79
1.217,-0.05,0.22,-0.22,0.14,0.14,-0.79
1.219,-0.06,0.22,-0.22,0.14,0.14,-0.79
1.221,-0.06,0.21,-0.21,0.14,0.14,-0.79
1.225,-0.06,0.21,-0.21,0.21,0.22,-0.88
1.225,-0.07,0.2,-0.21,0.21,0.22,-0.88
1.225,-0.08,0.18,-0.22,0.21,0.22,-0.88
1.227,-0.08,0.17,-0.22,0.21,0.22,-0.88
1.23,-0.08,0.15,-0.22,0.21,0.22,-0.88
1.231,-0.08,0.14,-0.23,0.21,0.22,-0.88
1.235,-0.08,0.14,-0.23,0.21,0.27,-0.89
1.235,-0.09,0.11,-0.23,0.21,0.27,-0.89
1.237,-0.09,0.1,-0.23,0.21,0.27,-0.89
1.237,-0.09,0.08,-0.23,0.21,0.27,-0.89
1.239,-0.09,0.07,-0.23,0.21,0.27,-0.89
1.241,-0.09,0.05,-0.23,0.21,0.27,-0.89
1.246,-0.09,0.05,-0.23,0.22,0.35,-0.79
1.246,-0.08,0.03,-0.23,0.22,0.35,-0.79
1.247,-0.08,0.02,-0.23,0.22,0.35,-0.79
1.248,-0.08,0.01,-0.23,0.22,0.35,-0.79
1.249,-0.08,0,-0.23,0.22,0.35,-0.79
1.251,-0.07,-0.02,-0.23,0.22,0.35,-0.79
1.254,-0.07,-0.02,-0.23,0.31,0.41,-0.68
1.255,-0.07,-0.03,-0.23,0.31,0.41,-0.68
1.256,-0.06,-0.04,-0.23,0.31,0.41,-0.68
1.258,-0.06,-0.05,-0.24,0.31,0.41,-0.68
1.262,-0.05,-0.06,-0.24,0.31,0.41,-0.68
1.264,-0.05,-0.07,-0.24,0.31,0.41,-0.68
1.267,-0.05,-0.07,-0.24,0.37,0.47,-0.53
1.267,-0.04,-0.08,-0.24,0.37,0.47,-0.53
1.268,-0.04,-0.09,-0.24,0.37,0.47,-0.53
1.269,-0.03,-0.09,-0.25,0.37,0.47,-0.53
1.269,-0.03,-0.11,-0.25,0.37,0.47,-0.53
1.271,-0.03,-0.12,-0.25,0.37,0.47,-0.53
1.274,-0.03,-0.12,-0.25,0.42,0.47,-0.41
1.275,-0.03,-0.12,-0.25,0.42,0.47,-0.41
1.275,-0.03,-0.13,-0.25,0.42,0.47,-0.41
1.278,-0.03,-0.13,-0.26,0.42,0.47,-0.41
1.28,-0.03,-0.14,-0.26,0.42,0.47,-0.41
1.281,-0.03,-0.14,-0.26,0.42,0.47,-0.41
1.286,-0.03,-0.14,-0.26,0.43,0.47,-0.22
1.287,-0.04,-0.14,-0.26,0.43,0.47,-0.22
1.287,-0.04,-0.14,-0.26,0.43,0.47,-0.22
1.287,-0.04,-0.14,-0.27,0.43,0.47,-0.22
1.289,-0.05,-0.13,-0.27,0.43,0.47,-0.22
1.292,-0.06,-0.13,-0.27,0.43,0.47,-0.22
1.295,-0.06,-0.13,-0.27,0.45,0.46,-0.08
1.295,-0.07,-0.12,-0.27,0.45,0.46,-0.08
1.301,-0.07,-0.12,-0.27,0.45,0.46,-0.08
1.302,-0.08,-0.11,-0.27,0.45,0.46,-0.08
1.302,-0.09,-0.11,-0.27,0.45,0.46,-0.08
1.302,-0.1,-0.1,-0.27,0.45,0.46,-0.08
1.305,-0.11,-0.1,-0.27,0.45,0.46,-0.08
1.306,-0.11,-0.1,-0.27,0.44,0.48,0.01
1.306,-0.12,-0.09,-0.27,0.44,0.48,0.01
1.308,-0.13,-0.08,-0.26,0.44,0.48,0.01
1.311,-0.14,-0.08,-0.26,0.44,0.48,0.01
1.312,-0.15,-0.07,-0.26,0.44,0.48,0.01
1.317,-0.15,-0.07,-0.26,0.4,0.5,0.13
1.317,-0.16,-0.07,-0.26,0.4,0.5,0.13
1.317,-0.16,-0.06,-0.25,0.4,0.5,0.13
1.318,-0.17,-0.05,-0.25,0.4,0.5,0.13
1.32,-0.17,-0.04,-0.24,0.4,0.5,0.13
1.321,-0.18,-0.04,-0.24,0.4,0.5,0.13
1.325,-0.19,-0.04,-0.24,0.4,0.5,0.13
1.325,-0.19,-0.04,-0.24,0.39,0.51,0.12
1.334,-0.19,-0.03,-0.23,0.39,0.51,0.12
1.334,-0.19,-0.02,-0.23,0.39,0.51,0.12
1.334,-0.2,-0.01,-0.22,0.39,0.51,0.12
1.334,-0.2,0,-0.22,0.39,0.51,0.12
1.334,-0.2,0,-0.22,0.42,0.54,0.32
1.334,-0.2,0.01,-0.22,0.42,0.54,0.32
1.335,-0.2,0.01,-0.22,0.42,0.54,0.32
1.337,-0.2,0.03,-0.21,0.42,0.54,0.32
1.339,-0.2,0.03,-0.2,0.42,0.54,0.32
1.342,-0.2,0.03,-0.2,0.42,0.54,0.32
1.346,-0.2,0.03,-0.2,0.35,0.57,0.33
1.347,-0.2,0.04,-0.19,0.35,0.57,0.33
1.347,-0.19,0.04,-0.19,0.35,0.57,0.33
1.348,-0.19,0.04,-0.18,0.35,0.57,0.33
1.349,-0.19,0.04,-0.18,0.35,0.57,0.33
1.352,-0.19,0.05,-0.17,0.35,0.57,0.33
1.355,-0.19,0.05,-0.17,0.37,0.63,0.27
1.355,-0.19,0.05,-0.16,0.37,0.63,0.27
1.355,-0.19,0.06,-0.15,0.37,0.63,0.27
1.359,-0.18,0.07,-0.14,0.37,0.63,0.27
1.36,-0.18,0.08,-0.14,0.37,0.63,0.27
1.361,-0.17,0.08,-0.13,0.37,0.63,0.27
1.365,-0.17,0.08,-0.13,0.37,0.67,0.16
1.365,-0.17,0.09,-0.12,0.37,0.67,0.16
1.366,-0.17,0.1,-0.11,0.37,0.67,0.16
1.368,-0.16,0.1,-0.1,0.37,0.67,0.16
1.369,-0.16,0.11,-0.09,0.37,0.67,0.16
1.371,-0.16,0.11,-0.09,0.37,0.67,0.16
1.375,-0.16,0.11,-0.09,0.36,0.67,0.09
1.375,-0.15,0.11,-0.07,0.36,0.67,0.09
1.375,-0.14,0.12,-0.06,0.36,0.67,0.09
1.384,-0.14,0.13,-0.05,0.36,0.67,0.09
1.384,-0.13,0.12,-0.05,0.36,0.67,0.09
1.385,-0.13,0.13,-0.03,0.36,0.67,0.09
1.39,-0.13,0.13,-0.03,0.35,0.76,0.01
1.39,-0.11,0.13,-0.02,0.35,0.76,0.01
1.391,-0.11,0.13,-0.02,0.35,0.76,0.01
1.391,-0.11,0.14,-0.01,0.35,0.76,0.01
1.392,-0.1,0.14,-0.01,0.35,0.76,0.01
1.392,-0.09,0.14,0,0.35,0.76,0.01
1.396,-0.09,0.14,0,0.38,0.82,-0.14
1.396,-0.09,0.14,0.02,0.38,0.82,-0.14
1.397,-0.09,0.14,0.02,0.38,0.82,-0.14
1.399,-0.08,0.14,0.03,0.38,0.82,-0.14
1.401,-0.08,0.14,0.03,0.38,0.82,-0.14
1.402,-0.07,0.14,0.04,0.38,0.82,-0.14
1.406,-0.07,0.14,0.04,0.36,0.83,-0.39
1.406,-0.07,0.14,0.05,0.36,0.83,-0.39
1.406,-0.06,0.13,0.05,0.36,0.83,-0.39
1.407,-0.06,0.13,0.06,0.36,0.83,-0.39
1.41,-0.06,0.12,0.07,0.36,0.83,-0.39
1.415,-0.05,0.12,0.08,0.36,0.83,-0.39
1.415,-0.05,0.12,0.08,0.39,0.9,-0.57
1.416,-0.05,0.11,0.08,0.39,0.9,-0.57
1.416,-0.05,0.11,0.09,0.39,0.9,-0.57
1.417,-0.05,0.1,0.1,0.39,0.9,-0.57
1.42,-0.05,0.1,0.1,0.39,0.9,-0.57
1.425,-0.04,0.09,0.1,0.39,0.9,-0.57
1.425,-0.04,0.09,0.1,0.41,0.95,-0.67
1.425,-0.04,0.08,0.11,0.41,0.95,-0.67
1.425,-0.04,0.08,0.11,0.41,0.95,-0.67
1.428,-0.04,0.08,0.12,0.41,0.95,-0.67
1.43,-0.04,0.07,0.12,0.41,0.95,-0.67
1.432,-0.04,0.06,0.12,0.41,0.95,-0.67
1.436,-0.04,0.06,0.12,0.4,1.03,-0.78
1.436,-0.03,0.05,0.12,0.4,1.03,-0.78
1.436,-0.04,0.05,0.12,0.4,1.03,-0.78
1.437,-0.04,0.03,0.12,0.4,1.03,-0.78
1.44,-0.04,0.03,0.13,0.4,1.03,-0.78
1.441,-0.04,0.02,0.13,0.4,1.03,-0.78
1.446,-0.04,0.02,0.13,0.37,1.06,-0.8
1.446,-0.04,0.01,0.13,0.37,1.06,-0.8
1.447,-0.04,0.01,0.13,0.37,1.06,-0.8
1.447,-0.04,0,0.13,0.37,1.06,-0.8
1.449,-0.04,-0.01,0.13,0.37,1.06,-0.8
1.451,-0.04,-0.01,0.13,0.37,1.06,-0.8
1.454,-0.04,-0.01,0.13,0.38,1.09,-0.77
1.454,-0.03,-0.02,0.13,0.38,1.09,-0.77
1.455,-0.04,-0.02,0.13,0.38,1.09,-0.77
1.457,-0.04,-0.03,0.13,0.38,1.09,-0.77
1.459,-0.03,-0.03,0.14,0.38,1.09,-0.77
1.461,-0.03,-0.03,0.13,0.38,1.09,-0.77
1.466,-0.03,-0.03,0.13,0.41,1.09,-0.65
1.466,-0.03,-0.03,0.13,0.41,1.09,-0.65
1.467,-0.03,-0.04,0.13,0.41,1.09,-0.65
1.468,-0.02,-0.04,0.13,0.41,1.09,-0.65
1.469,-0.02,-0.04,0.13,0.41,1.09,-0.65
1.472,-0.02,-0.04,0.14,0.41,1.09,-0.65
1.476,-0.02,-0.04,0.14,0.38,1.14,-0.6
1.477,-0.01,-0.04,0.14,0.38,1.14,-0.6
1.477,-0.01,-0.05,0.13,0.38,1.14,-0.6
1.477,-0.01,-0.05,0.14,0.38,1.14,-0.6
1.484,-0.01,-0.05,0.14,0.38,1.14,-0.6
1.485,0,-0.05,0.14,0.38,1.14,-0.6
1.485,0,-0.05,0.14,0.4,1.16,-0.48
1.486,0,-0.06,0.14,0.4,1.16,-0.48
1.486,0,-0.06,0.14,0.4,1.16,-0.48
1.488,0,-0.06,0.14,0.4,1.16,-0.48
1.489,0.01,-0.06,0.13,0.4,1.16,-0.48
1.492,0.01,-0.06,0.14,0.4,1.16,-0.48
1.506,0.01,-0.06,0.14,0.45,1.17,-0.47
1.506,0.01,-0.07,0.13,0.45,1.17,-0.47
1.506,0.01,-0.08,0.13,0.45,1.17,-0.47
1.506,0.01,-0.08,0.13,0.45,1.17,-0.47
1.507,0.01,-0.09,0.13,0.45,1.17,-0.47
1.507,0.01,-0.09,0.13,0.45,1.17,-0.47
1.507,0.01,-0.09,0.13,0.42,1.16,-0.3
1.507,0.01,-0.1,0.13,0.42,1.16,-0.3
1.507,0.01,-0.1,0.13,0.42,1.16,-0.3
1.508,0,-0.1,0.13,0.42,1.16,-0.3
1.509,0,-0.11,0.13,0.42,1.16,-0.3
1.513,0,-0.11,0.13,0.42,1.16,-0.3
1.514,0,-0.11,0.13,0.45,1.12,-0.23
1.515,-0.01,-0.13,0.13,0.45,1.12,-0.23
1.516,-0.01,-0.13,0.13,0.45,1.12,-0.23
1.517,-0.01,-0.13,0.13,0.45,1.12,-0.23
